id_cie	cod	descrip
2549	F302	Mania con sintomas psicoticos
2550	F308	Otros episodios maniacos
2551	F309	Episodio maniaco, no especificado
2552	F31	Trastorno afectanivo bipolar
2553	F310	Trastorno afectivo bipolar, episodio hipomaniaco presente
2554	F311	Trastorno afectivo bipolar, episodio maniaco presente sin sintomas psicoticos
2555	F312	Trastorno afectivo bipolar, episodio maniaco presente con sintomas psicoticos
2556	F313	Trastorno afectivo bipolar, episodio depresivo presente leve o moderado
2557	F314	Trastorno afectivo bipolar, episodio depresivo grave presente sin sintomas psicoticos
2558	F315	Trastorno afectivo bipolar, episodio depresivo grave presente con sintomas psicoticos
2559	F316	Trastorno afectivo bipolar, episodio mixto presente
2560	F317	Trastorno afectivo bipolar, actualmente en remision
2561	F318	Otros trastornos afectivos bipolares
2562	F319	Trastorno afectivo bipolar, no especificado
2563	F32	Episodio depresivo
2564	F320	Episodio depresivo leve
2565	F321	Episodio depresivo moderado
2566	F322	Episodio depresivo grave sin sintomas psicoticos
2567	F323	Episodio depresivo grave con sintomas psicoticos
2568	F328	Otros episodios depresivos
2569	F329	Episodio depresivo, no especificado
2570	F33	Trastorno depresivo recurrente
2571	F330	Trastorno depresivo recurrente, episodio leve presente
2572	F331	Trastorno depresivo recurrente, episodio moderado presente
2573	F332	Trastorno depresivo recurrente, episodio depresivo grave presente sin sintomas psicoticos
2574	F333	Trastorno depresivo recurrente, episodio depresivo grave presente, con sintomas psicoticos
2575	F334	Trastorno depresivo recurrente actualmente en remision
2576	F338	Otros trastornos depresivos recurrentes
2577	F339	Trastorno depresivo recurrente, no especificado
2578	F34	Trastornos del humor [ afectivos ] persistentes
2579	F340	Ciclotimia
2580	F341	Distimia
2581	F348	Otros trastornos del humor [afectivos] persistentes
2582	F349	Trastorno persistente del humor [afectivo], no especificado
2583	F38	Otros trastornos del humor [ afectivos ]
2584	F380	Otros trastornos del humor [afectivos], aislados
2585	F381	Otros trastornos del humor [afectivos], recurrentes
2586	F388	Otros trastornos del humor [afectivos], especificados
2587	F39	Trastorno del humor [ afectivos ], no especificado
2588	F40	Trastornos fobicos de ansiedad
2589	F400	Agorafobia
2590	F401	Fobias sociales
2591	F402	Fobias especificadas [aisladas]
2592	F408	Otros trastornos fobicos de ansiedad
2593	F409	Trastorno fobico de ansiedad, no especificado
2594	F41	Otros trastornos de ansiedad
2595	F410	Trastorno de panico [ansiedad paroxistica episodica]
2596	F411	Trastorno de ansiedad generalizada
2597	F412	Trastorno mixto de ansiedad y depresion
2598	F413	Otros trastornos de ansiedad mixtos
2599	F418	Otros trastornos de ansiedad especificados
2600	F419	Trastorno de ansiedad , no especificado
2601	F42	Trastorno obsesivo
2602	F420	Predominio de pensamientos o rumiaciones obsesivas
2603	F421	Predominio de actos compulsivos [rituales obsesivos]
2604	F422	Actos e ideas obsesivas mixtos
2605	F428	Otros trastornos obsesivo
2606	F429	Trastorno obsesivo
2607	F43	Reaccion al estres grave y trastornos de adaptacion
2608	F430	Reaccion al estres agudo
2609	F431	Trastorno de estres postraumatico
2610	F432	Trastornos de adaptacion
2611	F438	Otras reacciones al estres grave
2612	F439	Reaccion al estres grave, no especificada
2613	F44	Trastornos disociativos [ de conversion ]
2614	F440	Amnesia disociativa
2615	F441	Fuga disociativa
2616	F442	Estupor disociativo
2617	F443	Trastornos de trance y de posesion
2618	F444	Trastornos disociativos del movimiento
2619	F445	Convulsiones disociativas
2620	F446	Anestesia disociativa y perdida sensorial
2621	F447	Trastornos disociativos mixtos [y de conversion]
2622	F448	Otros trastornos disociativos [de conversion]
2623	F449	Trastorno disociativo [de conversion], no especificado
2624	F45	Trastornos somatomorfos
2625	F450	Trastorno de somatizacion
2626	F451	Trastorno somatomorfo indiferenciado
2627	F452	Trastorno hipocondriaco
2628	F453	Disfuncion autonomica somatomorfa
2629	F454	Trastorno de dolor persistente somatomorfo
2630	F458	Otros trastornos somatomorfos
2631	F459	Trastorno somatomorfo, no especificado
2632	F48	Otros trastornos neuroticos
2633	F480	Neurastenia
2634	F481	Sindrome de despersonalizacion y desvinculacion de la realidad
2635	F488	Otros trastornos neuroticos especificados
2636	F489	Trastorno neurotico, no especificado
2637	F50	Trastornos de la ingestion de alimentos
2638	F500	Anorexia nerviosa
2639	F501	Anorexia nerviosa atipica
2640	F502	Bulimia nerviosa
2641	F503	Bulimia nerviosa atipica
2642	F504	Hiperfagia asociada con otras alteraciones psicologicas
2643	F505	Vomitos asociados con otras alteraciones psicologicas
2644	F508	Otros trastornos de la ingestion de alimentos
2645	F509	Trastorno de la ingestion de alimentos, no especificado
2646	F51	Trastornos no organicos del sueno
2647	F510	Insomnio no organico
2648	F511	Hipersomnio no organico
2649	F512	Trastorno no organico del ciclo sueño
2650	F513	Sonambulismo
2651	F514	Terrores del sueño [terrores nocturnos]
2652	F515	Pesadillas
2653	F518	Otros trastornos no organicos del sueño
2654	F519	Trastorno no organico del sueño, no especificado
2655	F52	Disfuncion sexual no ocasionada por trastornos ni enfermedades organicos
2656	F520	Falta o perdida del deseo sexual
2657	F521	Aversion al sexo y falta de goce sexual
2658	F522	Falla de la respuesta genital
2659	F523	Disfuncion orgasmica
2660	F524	Eyaculacion precoz
2661	F525	Vaginismo no organico
2662	F526	Dispareunia no organica
2663	F527	Impulso sexual excesivo
2664	F528	Otras disfunciones sexuales, no ocasionadas por trastorno ni por enfermedad organicos
2665	F529	Disfuncion sexual, no ocasionada por trastorno ni por enfermedad organicos, no especificada
2666	F53	Trastornos mentales y del comportamiento asociados alpuerperio no clasificadas en otra parte
2667	F530	Trastornos mentales y del comportamiento leves, asociados con el puerperio, no clasificados en otra parte
2668	F531	Trastornos mentales y del comportamiento graves, asociados con el puerperio, no clasificados en otra parte
2669	F538	Trastornos mentales y del comportamiento asociados con el puerperio, no clasificados en otra parte
2670	F539	Trastorno mental puerperal, no especificado
2671	F54	Factores psicologicos y del comportamiento asociados a enfermedades clasificados en otra parte
2672	F55	Abuso de sustancias que no producen dependencia
2673	F59	Sindrome del comportamiento asociados con alteraciones fisiologicas y factores fisicos no especificados
2674	F60	Trastornos especificos de la personalidad
2675	F600	Trastorno paranoide de la personalidad
2676	F601	Trastorno esquizoide de la personalidad
2677	F602	Trastorno asocial de la personalidad
2678	F603	Trastorno de la personalidad emocionalmente inestable
2679	F604	Trastorno histrionico de la personalidad
2680	F605	Trastorno anancastico de la personalidad
2681	F606	Trastorno de la personalidad ansiosa (evasiva, elusiva)
2682	F607	Trastorno de la personalidad dependiente
2683	F608	Otros trastornos especificos de la personalidad
2684	F609	Trastorno de la personalidad, no especificado
2685	F61	Trastornos mixtos y otros trastornos de la personalidad
2686	F62	Cambios perdurables de la personalid no atribuibles a lesion o a enfermedad cerebral
2687	F620	Cambio perdurable de la personalidad despues de una experiencia catastrofica
2688	F621	Cambio perdurable de la personalidad consecutivo a una enfermedad psiquiatrica
2689	F628	Otros cambios perdurables de la personalidad
2690	F629	Cambio perdurable de la personalidad, no especificado
2691	F63	Trastornos de los habitos y de los impulsos
2692	F630	Juego patologico
2693	F631	Piromania
2694	F632	Hurto patologico (cleptomania)
2695	F633	Tricotilomania
2696	F638	Otros trastornos de los habitos y de los impulsos
2697	F639	Trastorno de los habitos y de los impulsos, no especificado
2698	F64	Trastornos de la identidad de genero
2699	F640	Transexualismo
2700	F641	Transvestismo de rol dual
2701	F642	Trastorno de la identidad de genero en la niñez
2702	F648	Otros trastornos de la identidad de genero
2703	F649	Trastorno de la identidad de genero, no especificado
2704	F65	Trastornos de la preferencia sexual
2705	F650	Fetichismo
2706	F651	Transvestismo fetichista
2707	F652	Exhibicionismo
2708	F653	Voyeurismo
2709	F654	Pedofilia
2710	F655	Sadomasoquismo
2711	F656	Trastornos multiples de la preferencia sexual
2712	F658	Otros trastornos de la preferencia sexual
2713	F659	Trastorno de la preferencia sexual, no especificado
2714	F66	Trastornos psicologicos y del comportamiento asociados con el desarrollo y con la orientacion sexuales
2715	F660	Trastorno de la maduracion sexual
2716	F661	Orientacion sexual egodistonica
2717	F662	Trastorno de la relacion sexual
2718	F668	Otros trastornos del desarrollo psicosexual
2719	F669	Trastorno del desarrollo psicosexual, no especificado
2720	F68	Otros trastornos de la personalid y del comport en adultos
2721	F680	Elaboracion de sintomas fisicos por causas psicologicas
2722	F681	Produccion intencional o simulacion de sintomas o de incapacidades, tanto fisicas como psicologicas [trastorno facticio]
2723	F688	Otros trastornos especificados de la personalidad y del comportamiento en adultos
2724	F69	Trastornos de la personalid y del comport en adultos, no especificado
2725	F70	Retraso mental leve
2726	F700	Retraso mental leve: deterioro del comportamiento nulo o minimo
2727	F701	Retraso mental leve: deterioro del comportamiento significativo, que requiere atencion o tratamiento
2728	F708	Retraso mental leve: otros deterioros del comportamiento
2729	F709	Retraso mental leve: deterioro del comportamiento de grado no especificado
2730	F71	Retraso mental moderado
2731	F710	Retraso mental moderado: deterioro del comportamiento nulo o minimo
2732	F711	Retraso mental moderado: deterioro del comportamiento significativo, que requiere atencion o tratamiento
2733	F718	Retraso mental moderado: otros deterioros del comportamiento
2734	F719	Retraso mental moderado: deterioro del comportamiento de grado no especificado
2735	F72	Retraso mental grave
2736	F720	Retraso mental grave: deterioro del comportamiento nulo o minimo
2737	F721	Retraso mental grave: deterioro del comportamiento significativo, que requiere atencion o tratamiento
2738	F728	Retraso mental grave: otros deterioros del comportamiento
2739	F729	Retraso mental grave: deterioro del comportamiento de grado no especificado
2740	F73	Retraso mental profundo
2741	F730	Retraso mental profundo: deterioro del comportamiento nulo o minimo
2742	F731	Retraso mental profundo: deterioro del comportamiento significativo, que requiere atencion o tratamiento
2743	F738	Retraso mental profundo: otros deterioros del comportamiento
2744	F739	Retraso mental profundo: deterioro del comportamiento de grado no especificado
2745	F78	Otros tipos de retraso mental
2746	F780	Otros tipos de retraso mental profundo: deterioro del comportamiento nulo o minimo
2747	F781	Otros tipos de retraso mental profundo: deterioro del comportamiento significativo, que requiere atencion o tratamiento
2748	F788	Otros tipos de retraso mental profundo: otros deterioros del comportamiento
2749	F789	Otros tipos de retraso mental profundo: deterioro del comportamiento de grado no especificado
2750	F79	Retraso mental no especificado
2751	F790	Retraso mental, no especificado: deterioro del comportamiento nulo o minimo
2752	F791	Retraso mental, no especificado: deterioro del comportamiento significativo, que requiere atencion o tratamiento
2753	F798	Retraso mental, no especificado: otros deterioros del comportamiento
2754	F799	Retraso mental, no especificado: deterioro del comportamiento de grado no especificado
2755	F80	Trastornos especificos del desarrollo del habla y del lenguaje
2756	F800	Trastorno especifico de la pronunciacion
2757	F801	Trastorno del lenguaje expresivo
2758	F802	Trastorno de la recepcion del lenguaje
2759	F803	Afasia adquirida con epilepsia [landau
2760	F808	Otros trastornos del desarrollo del habla y del lenguaje
2761	F809	Trastorno del desarrollo del habla y del lenguaje no especificado
2762	F81	Trastornos especificos del desarrollo de las habilidades escolares
2763	F810	Trastorno especifico de la lectura
2764	F811	Trastorno especifico del deletreo (ortografia)
2765	F812	Trastorno especifico de las habilidades aritmeticas
2766	F813	Trastorno mixto de las habilidades escolares
2767	F818	Otros trastornos del desarrollo de las habilidades escolares
2768	F819	Trastorno del desarrollo de las habilidades escolares, no especificado
2769	F82	Trastornos especificos del desarrollo de la funcion motriz
2770	F83	Trastornos especificos mixtos desarrollo
2771	F84	Trastornos generalizados del desarrollo
2772	F840	Autismo en la niñez
2773	F841	Autismo atipico
2774	F842	Sindrome de rett
2775	F843	Otro trastorno desintegrativo de la niñez
2776	F844	Trastorno hiperactivo asociado con retraso mental y movimientos estereotipados
2777	F845	Sindrome de asperger
2778	F848	Otros trastornos generalizados del desarrollo
2779	F849	Trastorno generalizado del desarrollo no especificado
2780	F88	Otros trastornos del desarrollo psicologico
2781	F89	Trastornos del desarrollo psicologico, no especificados
2782	F90	Trastornos hipercineticos
2783	F900	Perturbacion de la actividad y de la atencion
2784	F901	Trastorno hipercinetico de la conducta
2785	F908	Otros trastornos hipercineticos
2786	F909	Trastorno hipercinetico, no especificado
2787	F91	Trastornos de la conducta
2788	F910	Trastorno de la conducta limitado al contexto familiar
2789	F911	Trastorno de la conducta insociable
2790	F912	Trastorno de la conducta sociable
2791	F913	Trastorno opositor desafiante
2792	F918	Otros trastornos de la conducta
2793	F919	Trastorno de la conducta, no especificado
2794	F92	Trastornos mixtos de la conducta y de las emociones
2795	F920	Trastorno depresivo de la conducta
2796	F928	Otros trastornos mixtos de la conducta y de las emociones
